datenum;active?;Tamb_degC;Tb_degC;Occupants;SpaceHeatingD_W;int_gains_W;sol_gains_W;HotWaterD_W;HotWaterTank_m3;TotalD_W;DelayedTotalD_W;ActiveLoadMatlab
0.00;1.00;3.92;20.00;47.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6099.00
1.00;1.00;4.00;19.72;32.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4194.00
2.00;1.00;4.11;19.45;50.00;40374.32;8000.00;0.00;0.00;0.00;40374.32;0.00;4255.00
3.00;1.00;4.14;19.45;33.00;51010.71;5280.00;0.00;0.00;0.00;51010.71;0.00;3772.00
4.00;1.00;4.08;19.50;43.00;20404.28;0.00;0.00;0.00;0.00;20404.28;0.00;3471.00
5.00;1.00;4.04;19.34;40.00;8161.71;0.00;0.00;0.00;0.00;8161.71;0.00;5396.00
6.00;1.00;4.01;19.12;34.00;42845.35;5440.00;0.00;0.00;0.00;42845.35;0.00;3155.00
7.00;0.98;4.06;19.13;52.00;53097.74;12688.00;24402.89;0.00;0.00;53097.74;0.00;4501.00
8.00;0.85;3.80;19.37;30.00;38137.63;7320.00;35622.80;0.00;0.00;38137.63;0.00;5926.00
9.00;0.65;4.23;19.55;48.00;29562.04;10080.00;47499.33;0.00;0.00;29562.04;0.00;6419.00
10.00;0.67;4.66;19.76;33.00;16881.85;7986.00;46678.67;0.00;0.00;16881.85;0.00;11283.00
11.00;0.47;5.24;19.90;36.00;13167.38;8640.00;36337.86;0.00;0.00;13167.38;0.00;19565.00
12.00;0.68;4.18;19.96;49.00;13296.38;10976.00;25877.39;0.00;0.00;13296.38;0.00;19196.00
13.00;0.55;3.89;19.97;29.00;11579.11;6612.00;20043.58;0.00;0.00;11579.11;0.00;13490.00
14.00;0.63;4.04;19.90;49.00;15790.14;10290.00;11458.46;0.00;0.00;15790.14;0.00;10726.00
15.00;0.62;4.07;19.83;32.00;23223.34;7104.00;62.72;0.00;0.00;23223.34;0.00;11408.00
16.00;0.87;4.02;19.73;38.00;45440.61;7676.00;0.00;0.00;0.00;45440.61;0.00;8562.00
17.00;0.93;3.84;19.75;40.00;53912.16;8880.00;0.00;0.00;0.00;53912.16;0.00;8022.00
18.00;1.00;3.74;19.82;30.00;56958.41;6420.00;0.00;0.00;0.00;56958.41;0.00;16254.00
19.00;1.00;3.44;19.90;52.00;59989.17;12168.00;0.00;0.00;0.00;59989.17;0.00;12588.00
20.00;1.00;3.23;20.01;29.00;58455.05;6902.00;0.00;0.00;0.00;58455.05;0.00;15674.00
21.00;1.00;3.10;20.08;49.00;23382.02;0.00;0.00;0.00;0.00;23382.02;0.00;15554.00
22.00;1.00;2.65;19.92;38.00;9352.81;0.00;0.00;0.00;0.00;9352.81;0.00;10481.00
23.00;1.00;2.13;19.67;41.00;3741.12;0.00;0.00;0.00;0.00;3741.12;0.00;8019.00
24.00;1.00;1.95;19.39;50.00;1496.45;0.00;0.00;0.00;0.00;1496.45;0.00;4774.00
25.00;1.00;1.76;19.09;34.00;44191.36;5440.00;0.00;0.00;0.00;44191.36;0.00;4690.00
26.00;1.00;1.61;19.07;51.00;57818.00;8160.00;0.00;0.00;0.00;57818.00;0.00;3729.00
27.00;1.00;1.46;19.13;31.00;23127.20;0.00;0.00;0.00;0.00;23127.20;0.00;2853.00
28.00;1.00;1.43;18.95;42.00;53276.74;6720.00;0.00;0.00;0.00;53276.74;0.00;4225.00
29.00;1.00;1.39;18.98;46.00;55607.96;7360.00;0.00;0.00;0.00;55607.96;0.00;3500.00
30.00;1.00;1.30;19.02;34.00;61715.52;5440.00;0.00;0.00;0.00;61715.52;0.00;6483.00
31.00;1.00;1.13;19.09;53.00;65547.10;11342.00;28957.50;0.00;0.00;65547.10;0.00;6757.00
32.00;1.00;1.09;19.36;26.00;46609.07;5564.00;38113.70;0.00;0.00;46609.07;0.00;6030.00
33.00;1.00;1.20;19.54;50.00;37599.42;11900.00;44482.73;0.00;0.00;37599.42;0.00;9174.00
34.00;1.00;1.21;19.75;30.00;26502.23;7200.00;38867.01;0.00;0.00;26502.23;0.00;10935.00
35.00;1.00;1.25;19.83;38.00;28626.95;9044.00;29121.23;0.00;0.00;28626.95;0.00;14882.00
36.00;1.00;1.31;19.88;48.00;34284.35;9696.00;18884.13;0.00;0.00;34284.35;0.00;16329.00
37.00;1.00;1.28;19.90;27.00;42273.84;5886.00;13543.35;0.00;0.00;42273.84;0.00;16406.00
38.00;1.00;1.16;19.92;54.00;50912.42;11988.00;9755.00;0.00;0.00;50912.42;0.00;11389.00
39.00;1.00;0.92;20.00;31.00;51203.83;6262.00;74.76;0.00;0.00;51203.83;0.00;9947.00
40.00;1.00;0.82;19.99;43.00;52806.60;10492.00;0.00;0.00;0.00;52806.60;0.00;8623.00
41.00;1.00;0.74;20.00;44.00;52431.70;9416.00;0.00;322602.64;5.14;375034.34;0.00;11972.00
42.00;1.00;0.81;20.01;33.00;20972.68;0.00;0.00;0.00;0.00;20972.68;0.00;13132.00
43.00;1.00;0.75;19.80;50.00;8389.07;0.00;0.00;0.00;0.00;8389.07;0.00;12540.00
44.00;1.00;0.94;19.51;29.00;49967.13;5916.00;0.00;0.00;0.00;49967.13;0.00;16090.00
45.00;1.00;0.91;19.50;45.00;62171.04;9900.00;0.00;0.00;0.00;62171.04;0.00;12971.00
46.00;1.00;1.04;19.58;36.00;64697.52;8640.00;0.00;0.00;0.00;64697.52;0.00;10516.00
47.00;1.00;1.19;19.66;37.00;25879.01;0.00;0.00;0.00;0.00;25879.01;0.00;7423.00
48.00;1.00;0.98;19.48;45.00;10351.60;0.00;0.00;0.00;0.00;10351.60;0.00;6422.00
49.00;1.00;0.98;19.22;27.00;49747.26;4320.00;0.00;0.00;0.00;49747.26;0.00;3838.00
50.00;1.00;0.93;19.20;49.00;19898.90;0.00;0.00;0.00;0.00;19898.90;0.00;2246.00
51.00;1.00;0.94;19.00;28.00;7959.56;0.00;0.00;0.00;0.00;7959.56;0.00;2695.00
52.00;1.00;0.94;18.73;40.00;47948.02;6400.00;0.00;0.00;0.00;47948.02;0.00;2678.00
53.00;1.00;0.99;18.72;45.00;59598.61;7200.00;0.00;0.00;0.00;59598.61;0.00;3673.00
54.00;1.00;0.92;18.78;37.00;63672.17;5920.00;0.00;0.00;0.00;63672.17;0.00;4891.00
55.00;1.00;1.34;18.86;52.00;66309.06;11544.00;10613.31;0.00;0.00;66309.06;0.00;6363.00
56.00;1.00;1.69;19.04;25.00;56974.94;5300.00;16547.63;0.00;0.00;56974.94;0.00;7957.00
57.00;1.00;2.48;19.18;49.00;53129.31;10584.00;25414.00;0.00;0.00;53129.31;0.00;11555.00
58.00;1.00;3.39;19.38;38.00;41863.66;8360.00;27010.26;0.00;0.00;41863.66;0.00;16798.00
59.00;1.00;3.82;19.53;43.00;36413.68;9202.00;23171.05;0.00;0.00;36413.68;0.00;27017.00
60.00;1.00;3.68;19.64;48.00;35495.54;11712.00;14365.76;0.00;0.00;35495.54;0.00;17653.00
61.00;1.00;2.75;19.71;31.00;39379.80;6510.00;15024.52;0.00;0.00;39379.80;0.00;13055.00
62.00;1.00;3.29;19.75;53.00;45519.71;11342.00;12187.69;0.00;0.00;45519.71;0.00;9448.00
63.00;1.00;3.03;19.85;33.00;45857.19;8184.00;73.01;0.00;0.00;45857.19;0.00;9413.00
64.00;1.00;2.32;19.86;46.00;55829.37;11224.00;0.00;0.00;0.00;55829.37;0.00;8519.00
65.00;1.00;1.37;19.92;39.00;59381.69;9282.00;0.00;0.00;0.00;59381.69;0.00;9440.00
66.00;1.00;0.87;19.98;35.00;61428.73;8400.00;0.00;0.00;0.00;61428.73;0.00;11812.00
67.00;1.00;0.59;20.04;53.00;57482.47;10812.00;0.00;0.00;0.00;57482.47;0.00;16259.00
68.00;1.00;0.33;20.08;28.00;22992.99;0.00;0.00;0.00;0.00;22992.99;0.00;16796.00
69.00;1.00;-0.21;19.86;52.00;9197.20;0.00;0.00;0.00;0.00;9197.20;0.00;13974.00
70.00;1.00;-0.56;19.57;34.00;52225.99;7004.00;0.00;0.00;0.00;52225.99;0.00;12104.00
71.00;1.00;-0.53;19.54;36.00;65337.81;8568.00;0.00;0.00;0.00;65337.81;0.00;8061.00
72.00;1.00;-0.75;19.61;50.00;26135.12;0.00;0.00;0.00;0.00;26135.12;0.00;6826.00
73.00;1.00;-0.68;19.40;33.00;59541.59;5280.00;0.00;0.00;0.00;59541.59;0.00;4904.00
74.00;1.00;-0.61;19.41;52.00;69214.09;8320.00;0.00;0.00;0.00;69214.09;0.00;3291.00
75.00;1.00;-0.66;19.49;32.00;27685.63;0.00;0.00;0.00;0.00;27685.63;0.00;4201.00
76.00;1.00;-0.82;19.29;42.00;11074.25;0.00;0.00;0.00;0.00;11074.25;0.00;5175.00
77.00;1.00;-0.64;19.01;40.00;53061.15;6400.00;0.00;0.00;0.00;53061.15;0.00;3550.00
78.00;1.00;-0.35;19.00;31.00;65133.89;4960.00;0.00;0.00;0.00;65133.89;0.00;4605.00
79.00;0.93;0.29;19.05;54.00;70252.14;13392.00;30985.29;319722.41;5.09;389974.55;0.00;4944.00
