datenum;active?;Tamb_degC;Tb_degC;Occupants;SpaceHeatingD_W;int_gains_W;sol_gains_W;HotWaterD_W;HotWaterTank_m3;TotalD_W;DelayedTotalD_W;ActiveLoadMatlab
0.00;1.00;3.92;18.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;276.00
1.00;1.00;4.00;17.73;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1482.00
2.00;1.00;4.11;17.47;4.00;3730.43;640.00;0.00;0.00;0.00;3730.43;0.00;180.00
3.00;1.00;4.14;17.46;3.00;4765.47;480.00;0.00;0.00;0.00;4765.47;0.00;173.00
4.00;1.00;4.08;17.52;4.00;5268.20;640.00;0.00;0.00;0.00;5268.20;0.00;164.00
5.00;1.00;4.04;17.60;2.00;5395.12;320.00;0.00;0.00;0.00;5395.12;0.00;221.00
6.00;1.00;4.01;17.68;2.00;5662.93;320.00;0.00;0.00;0.00;5662.93;0.00;196.00
7.00;1.00;4.06;17.76;4.00;5790.50;1000.00;568.15;0.00;0.00;5790.50;0.00;205.00
8.00;1.00;3.80;17.93;2.00;5101.43;464.00;989.40;0.00;0.00;5101.43;0.00;382.00
9.00;0.50;4.23;18.04;4.00;3346.66;864.00;1503.51;0.00;0.00;3346.66;0.00;282.00
10.00;0.75;4.66;18.11;3.00;1338.67;0.00;0.00;0.00;0.00;1338.67;0.00;129.00
11.00;0.50;5.24;17.93;3.00;535.47;0.00;0.00;0.00;0.00;535.47;0.00;166.00
12.00;0.75;4.18;17.72;4.00;2608.08;856.00;1350.54;0.00;0.00;2608.08;0.00;175.00
13.00;0.50;3.89;17.74;2.00;3150.11;448.00;973.51;0.00;0.00;3150.11;0.00;244.00
14.00;0.75;4.04;17.74;4.00;4161.76;944.00;489.66;0.00;0.00;4161.76;0.00;308.00
15.00;0.75;4.07;17.81;2.00;4529.39;404.00;1.72;0.00;0.00;4529.39;0.00;437.00
16.00;0.75;4.02;17.83;3.00;5142.47;660.00;0.00;0.00;0.00;5142.47;0.00;480.00
17.00;1.00;3.84;17.91;3.00;5406.57;696.00;0.00;0.00;0.00;5406.57;0.00;535.00
18.00;1.00;3.74;17.99;3.00;5477.99;648.00;0.00;0.00;0.00;5477.99;0.00;709.00
19.00;1.00;3.44;18.08;3.00;4682.70;648.00;0.00;9009.60;0.14;13692.31;0.00;695.00
20.00;1.00;3.23;18.11;2.00;1873.08;0.00;0.00;0.00;0.00;1873.08;0.00;815.00
21.00;1.00;3.10;17.93;3.00;749.23;0.00;0.00;0.00;0.00;749.23;0.00;700.00
22.00;1.00;2.65;17.69;2.00;3919.90;428.00;0.00;0.00;0.00;3919.90;0.00;586.00
23.00;1.00;2.13;17.66;2.00;5299.19;492.00;0.00;0.00;0.00;5299.19;0.00;223.00
24.00;1.00;1.95;17.70;3.00;5908.56;480.00;0.00;0.00;0.00;5908.56;0.00;70.00
25.00;1.00;1.76;17.77;2.00;6203.25;320.00;0.00;0.00;0.00;6203.25;0.00;164.00
26.00;1.00;1.61;17.84;3.00;6469.43;480.00;0.00;0.00;0.00;6469.43;0.00;97.00
27.00;1.00;1.46;17.94;3.00;6522.79;480.00;0.00;0.00;0.00;6522.79;0.00;158.00
28.00;1.00;1.43;18.03;3.00;6592.28;480.00;0.00;0.00;0.00;6592.28;0.00;109.00
29.00;1.00;1.39;18.12;3.00;2636.91;0.00;0.00;0.00;0.00;2636.91;0.00;195.00
30.00;1.00;1.30;17.96;2.00;1054.77;0.00;0.00;0.00;0.00;1054.77;0.00;1329.00
31.00;1.00;1.13;17.70;4.00;4139.05;976.00;652.11;0.00;0.00;4139.05;0.00;594.00
32.00;1.00;1.09;17.72;3.00;4968.31;714.00;1032.79;0.00;0.00;4968.31;0.00;1459.00
33.00;1.00;1.20;17.79;3.00;5240.59;738.00;1372.98;0.00;0.00;5240.59;0.00;375.00
34.00;1.00;1.21;17.90;1.00;5122.98;242.00;1363.05;0.00;0.00;5122.98;0.00;453.00
35.00;1.00;1.25;17.98;3.00;5368.60;732.00;1176.38;0.00;0.00;5368.60;0.00;1788.00
