datenum;active?;Tamb_degC;Tb_degC;Occupants;SpaceHeatingD_W;int_gains_W;sol_gains_W;HotWaterD_W;HotWaterTank_m3;TotalD_W;DelayedTotalD_W;ActiveLoadMatlab
0.00;1.00;3.92;20.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;412.00
1.00;1.00;4.00;19.53;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;253.00
2.00;1.00;4.11;19.08;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;154.00
3.00;1.00;4.14;18.65;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;266.00
4.00;1.00;4.08;18.23;2.00;5320.01;320.00;0.00;0.00;0.00;5320.01;0.00;128.00
5.00;1.00;4.04;18.15;2.00;7149.33;320.00;0.00;0.00;0.00;7149.33;0.00;261.00
6.00;1.00;4.01;18.18;2.00;7869.40;320.00;0.00;0.00;0.00;7869.40;0.00;200.00
7.00;1.00;4.06;18.25;3.00;8175.05;600.00;855.40;0.00;0.00;8175.05;0.00;156.00
8.00;1.00;3.80;18.41;2.00;7624.12;480.00;1489.82;0.00;0.00;7624.12;0.00;223.00
9.00;0.33;4.23;18.55;3.00;7215.15;690.00;2264.11;0.00;0.00;7215.15;0.00;291.00
10.00;1.00;4.66;18.73;2.00;6375.61;420.00;2549.32;0.00;0.00;6375.61;0.00;263.00
11.00;0.33;5.24;18.87;2.00;5958.65;444.00;2315.24;0.00;0.00;5958.65;0.00;373.00
12.00;0.67;4.18;18.99;3.00;5785.91;702.00;2034.12;19415.93;0.31;25201.84;0.00;354.00
13.00;0.67;3.89;19.06;2.00;6079.50;464.00;1465.87;0.00;0.00;6079.50;0.00;1514.00
14.00;0.67;4.04;19.09;3.00;6789.20;624.00;737.35;0.00;0.00;6789.20;0.00;925.00
15.00;1.00;4.07;19.13;1.00;7378.17;248.00;2.59;0.00;0.00;7378.17;0.00;717.00
16.00;0.67;4.02;19.14;2.00;8283.76;416.00;0.00;0.00;0.00;8283.76;0.00;1554.00
17.00;1.00;3.84;19.21;2.00;8563.92;464.00;0.00;0.00;0.00;8563.92;0.00;687.00
18.00;1.00;3.74;19.30;2.00;8722.14;456.00;0.00;0.00;0.00;8722.14;0.00;879.00
19.00;1.00;3.44;19.39;3.00;8846.99;732.00;0.00;0.00;0.00;8846.99;0.00;3015.00
20.00;1.00;3.23;19.49;2.00;8846.73;408.00;0.00;0.00;0.00;8846.73;0.00;1050.00
21.00;1.00;3.10;19.56;3.00;9131.25;672.00;0.00;0.00;0.00;9131.25;0.00;860.00
22.00;1.00;2.65;19.66;2.00;9145.29;408.00;0.00;0.00;0.00;9145.29;0.00;306.00
23.00;1.00;2.13;19.72;1.00;3658.11;0.00;0.00;0.00;0.00;3658.11;0.00;431.00
24.00;1.00;1.95;19.43;2.00;7697.05;320.00;0.00;0.00;0.00;7697.05;0.00;790.00
25.00;1.00;1.76;19.39;1.00;9087.05;160.00;0.00;0.00;0.00;9087.05;0.00;512.00
26.00;1.00;1.61;19.43;3.00;3634.82;0.00;0.00;0.00;0.00;3634.82;0.00;489.00
27.00;1.00;1.46;19.12;2.00;1453.93;0.00;0.00;0.00;0.00;1453.93;0.00;369.00
28.00;1.00;1.43;18.70;3.00;581.57;0.00;0.00;30083.14;0.48;30664.71;0.00;252.00
29.00;1.00;1.39;18.23;2.00;6369.52;320.00;0.00;0.00;0.00;6369.52;0.00;178.00
30.00;1.00;1.30;18.14;1.00;8368.05;160.00;0.00;0.00;0.00;8368.05;0.00;203.00
31.00;1.00;1.13;18.15;3.00;9259.58;636.00;981.79;0.00;0.00;9259.58;0.00;616.00
32.00;1.00;1.09;18.29;2.00;8796.34;448.00;1555.13;0.00;0.00;8796.34;0.00;1774.00
33.00;1.00;1.20;18.43;3.00;8434.92;744.00;2067.53;0.00;0.00;8434.92;0.00;317.00
34.00;1.00;1.21;18.59;2.00;7811.60;460.00;2052.69;0.00;0.00;7811.60;0.00;2584.00
35.00;1.00;1.25;18.69;2.00;7788.29;420.00;1771.67;0.00;0.00;7788.29;0.00;2637.00
36.00;1.00;1.31;18.77;3.00;7988.54;642.00;1368.36;0.00;0.00;7988.54;0.00;1227.00
37.00;1.00;1.28;18.85;2.00;8183.22;400.00;984.20;0.00;0.00;8183.22;0.00;967.00
38.00;1.00;1.16;18.91;3.00;8671.23;750.00;634.68;0.00;0.00;8671.23;0.00;1211.00
39.00;1.00;0.92;18.98;2.00;8917.31;404.00;3.09;0.00;0.00;8917.31;0.00;962.00
40.00;1.00;0.82;19.01;3.00;9694.94;660.00;0.00;0.00;0.00;9694.94;0.00;413.00
41.00;1.00;0.74;19.09;2.00;9891.07;476.00;0.00;0.00;0.00;9891.07;0.00;547.00
42.00;1.00;0.81;19.16;1.00;10127.15;212.00;0.00;0.00;0.00;10127.15;0.00;454.00
43.00;1.00;0.75;19.24;3.00;10381.17;744.00;0.00;0.00;0.00;10381.17;0.00;1352.00
44.00;1.00;0.94;19.36;1.00;10204.20;200.00;0.00;0.00;0.00;10204.20;0.00;1633.00
45.00;1.00;0.91;19.43;3.00;10440.16;618.00;0.00;0.00;0.00;10440.16;0.00;1737.00
46.00;1.00;1.04;19.55;2.00;10315.82;432.00;0.00;0.00;0.00;10315.82;0.00;1160.00
47.00;1.00;1.19;19.64;2.00;10371.67;460.00;0.00;0.00;0.00;10371.67;0.00;807.00
48.00;1.00;0.98;19.74;3.00;4148.67;0.00;0.00;0.00;0.00;4148.67;0.00;218.00
49.00;1.00;0.98;19.44;2.00;1659.47;0.00;0.00;0.00;0.00;1659.47;0.00;311.00
50.00;1.00;0.93;19.00;3.00;7154.57;480.00;0.00;0.00;0.00;7154.57;0.00;294.00
51.00;1.00;0.94;18.93;1.00;8949.31;160.00;0.00;0.00;0.00;8949.31;0.00;292.00
52.00;1.00;0.94;18.94;2.00;9835.13;320.00;0.00;0.00;0.00;9835.13;0.00;395.00
53.00;1.00;0.99;19.02;2.00;9664.21;320.00;0.00;0.00;0.00;9664.21;0.00;213.00
54.00;1.00;0.92;19.08;1.00;10036.54;160.00;0.00;0.00;0.00;10036.54;0.00;269.00
55.00;1.00;1.34;19.15;2.00;10319.58;436.00;377.51;0.00;0.00;10319.58;0.00;173.00
56.00;1.00;1.69;19.29;0.00;9937.77;0.00;698.37;0.00;0.00;9937.77;0.00;329.00
57.00;1.00;2.48;19.40;2.00;9792.73;412.00;1213.17;0.00;0.00;9792.73;0.00;231.00
58.00;1.00;3.39;19.58;1.00;8977.28;222.00;1464.58;0.00;0.00;8977.28;0.00;102.00
59.00;1.00;3.82;19.74;1.00;8398.91;216.00;1454.70;0.00;0.00;8398.91;0.00;380.00
60.00;1.00;3.68;19.87;2.00;8094.36;476.00;1073.77;0.00;0.00;8094.36;0.00;308.00
61.00;1.00;2.75;19.97;1.00;8126.19;242.00;1038.19;0.00;0.00;8126.19;0.00;617.00
62.00;1.00;3.29;20.02;2.00;7917.69;492.00;763.43;0.00;0.00;7917.69;0.00;954.00
63.00;1.00;3.03;20.07;3.00;3167.08;0.00;0.00;0.00;0.00;3167.08;0.00;1290.00
64.00;1.00;2.32;19.77;2.00;1266.83;0.00;0.00;0.00;0.00;1266.83;0.00;1343.00
65.00;1.00;1.37;19.34;2.00;6697.37;484.00;0.00;0.00;0.00;6697.37;0.00;634.00
66.00;1.00;0.87;19.24;2.00;8732.72;404.00;0.00;0.00;0.00;8732.72;0.00;927.00
67.00;1.00;0.59;19.24;3.00;9713.69;702.00;0.00;0.00;0.00;9713.69;0.00;984.00
68.00;1.00;0.33;19.31;1.00;10010.12;238.00;0.00;0.00;0.00;10010.12;0.00;1106.00
69.00;1.00;-0.21;19.36;2.00;10504.74;416.00;0.00;0.00;0.00;10504.74;0.00;1203.00
70.00;1.00;-0.56;19.44;2.00;10772.33;432.00;0.00;0.00;0.00;10772.33;0.00;727.00
71.00;1.00;-0.53;19.52;3.00;4308.93;0.00;0.00;0.00;0.00;4308.93;0.00;419.00
72.00;1.00;-0.75;19.19;2.00;1723.57;0.00;0.00;0.00;0.00;1723.57;0.00;468.00
73.00;1.00;-0.68;18.71;0.00;689.43;0.00;0.00;0.00;0.00;689.43;0.00;495.00
74.00;1.00;-0.61;18.19;2.00;7043.33;320.00;0.00;0.00;0.00;7043.33;0.00;1296.00
75.00;1.00;-0.66;18.08;2.00;9215.39;320.00;0.00;0.00;0.00;9215.39;0.00;1287.00
76.00;1.00;-0.82;18.09;2.00;10065.45;320.00;0.00;0.00;0.00;10065.45;0.00;244.00
77.00;1.00;-0.64;18.16;2.00;10460.00;320.00;0.00;0.00;0.00;10460.00;0.00;297.00
78.00;1.00;-0.35;18.24;2.00;10582.06;320.00;0.00;0.00;0.00;10582.06;0.00;352.00
79.00;1.00;0.29;18.35;3.00;10569.71;654.00;1085.07;0.00;0.00;10569.71;0.00;238.00
80.00;0.67;0.87;18.54;2.00;9553.50;468.00;1595.01;0.00;0.00;9553.50;0.00;295.00
81.00;0.00;1.57;18.71;3.00;3821.40;732.00;1723.68;0.00;0.00;3821.40;0.00;324.00
82.00;0.67;3.02;18.59;2.00;6156.25;452.00;1478.72;0.00;0.00;6156.25;0.00;399.00
83.00;0.67;4.09;18.61;1.00;6936.88;242.00;1486.65;0.00;0.00;6936.88;0.00;587.00
84.00;0.33;4.07;18.70;2.00;7060.83;468.00;1694.98;0.00;0.00;7060.83;0.00;1448.00
85.00;0.33;4.35;18.82;2.00;6882.79;492.00;1539.04;0.00;0.00;6882.79;0.00;2810.00
