datenum;active?;Tamb_degC;Tb_degC;Occupants;SpaceHeatingD_W;int_gains_W;sol_gains_W;HotWaterD_W;HotWaterTank_m3;TotalD_W;DelayedTotalD_W;ActiveLoadMatlab
0.00;1.00;3.92;21.00;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2514.00
1.00;1.00;4.00;20.49;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1853.00
2.00;1.00;4.11;20.00;9.00;5391.55;1440.00;0.00;0.00;0.00;5391.55;0.00;1179.00
3.00;1.00;4.14;19.98;6.00;6522.11;960.00;0.00;0.00;0.00;6522.11;0.00;248.00
4.00;1.00;4.08;20.00;9.00;2608.84;0.00;0.00;0.00;0.00;2608.84;0.00;291.00
5.00;1.00;4.04;19.70;6.00;1043.54;0.00;0.00;0.00;0.00;1043.54;0.00;296.00
6.00;1.00;4.01;19.30;5.00;5581.48;800.00;0.00;0.00;0.00;5581.48;0.00;237.00
7.00;0.90;4.06;19.27;9.00;6817.18;2016.00;764.59;0.00;0.00;6817.18;0.00;197.00
8.00;0.90;3.80;19.45;5.00;6101.89;1050.00;1331.49;0.00;0.00;6101.89;0.00;206.00
9.00;0.90;4.23;19.54;9.00;6171.90;2088.00;2023.35;0.00;0.00;6171.90;0.00;901.00
10.00;0.70;4.66;19.76;6.00;5070.80;1356.00;2278.10;0.00;0.00;5070.80;0.00;1090.00
11.00;0.60;5.24;19.88;6.00;4861.12;1452.00;2068.81;0.00;0.00;4861.12;0.00;3173.00
12.00;0.20;4.18;20.00;8.00;4362.41;1712.00;1817.49;0.00;0.00;4362.41;0.00;2744.00
13.00;0.80;3.89;20.05;5.00;4834.02;1170.00;1310.10;0.00;0.00;4834.02;0.00;1093.00
14.00;0.70;4.04;20.05;8.00;5745.56;1808.00;658.95;0.00;0.00;5745.56;0.00;256.00
15.00;0.80;4.07;20.11;5.00;6076.81;1230.00;2.32;0.00;0.00;6076.81;0.00;1287.00
16.00;0.60;4.02;20.11;7.00;6959.13;1442.00;0.00;0.00;0.00;6959.13;0.00;2164.00
17.00;1.00;3.84;20.19;8.00;7199.83;1616.00;0.00;0.00;0.00;7199.83;0.00;2003.00
18.00;1.00;3.74;20.28;6.00;7260.69;1248.00;0.00;0.00;0.00;7260.69;0.00;2433.00
19.00;1.00;3.44;20.35;8.00;7560.25;1968.00;0.00;0.00;0.00;7560.25;0.00;2805.00
20.00;1.00;3.23;20.47;6.00;7348.26;1452.00;0.00;0.00;0.00;7348.26;0.00;1914.00
21.00;1.00;3.10;20.54;8.00;7662.05;1952.00;0.00;0.00;0.00;7662.05;0.00;1721.00
