datenum;active?;Tamb_degC;Tb_degC;Occupants;SpaceHeatingD_W;int_gains_W;sol_gains_W;HotWaterD_W;HotWaterTank_m3;TotalD_W;DelayedTotalD_W;ActiveLoadMatlab
0.00;1.00;3.92;21.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;502.00
1.00;1.00;4.00;20.77;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;149.00
2.00;1.00;4.11;20.55;2.00;0.00;0.00;0.00;5244.13;0.08;5244.13;0.00;80.00
3.00;1.00;4.14;20.33;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;101.00
4.00;1.00;4.08;20.11;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;102.00
5.00;1.00;4.04;19.89;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;68.00
6.00;1.00;4.01;19.68;2.00;1290.46;320.00;0.00;0.00;0.00;1290.46;0.00;133.00
7.00;1.00;4.06;19.71;2.00;1604.55;420.00;308.68;0.00;0.00;1604.55;0.00;783.00
8.00;1.00;3.80;19.84;1.00;1483.92;238.00;675.80;0.00;0.00;1483.92;0.00;797.00
9.00;1.00;4.23;19.97;2.00;1345.67;400.00;1140.86;0.00;0.00;1345.67;0.00;320.00
10.00;0.50;4.66;20.18;1.00;897.82;238.00;1393.04;0.00;0.00;897.82;0.00;318.00
11.00;0.00;5.24;20.34;1.00;359.13;224.00;1362.41;0.00;0.00;359.13;0.00;220.00
12.00;0.50;4.18;20.42;2.00;440.24;432.00;1291.79;0.00;0.00;440.24;0.00;206.00
13.00;1.00;3.89;20.51;1.00;453.41;216.00;901.57;0.00;0.00;453.41;0.00;162.00
14.00;1.00;4.04;20.52;2.00;844.11;444.00;421.77;0.00;0.00;844.11;0.00;312.00
15.00;0.50;4.07;20.55;0.00;1143.34;0.00;1.38;0.00;0.00;1143.34;0.00;194.00
16.00;1.00;4.02;20.49;2.00;1781.51;492.00;0.00;0.00;0.00;1781.51;0.00;245.00
17.00;1.00;3.84;20.60;1.00;1741.96;232.00;0.00;0.00;0.00;1741.96;0.00;229.00
18.00;1.00;3.74;20.66;1.00;1898.19;236.00;0.00;0.00;0.00;1898.19;0.00;247.00
19.00;1.00;3.44;20.75;2.00;1967.66;428.00;0.00;0.00;0.00;1967.66;0.00;449.00
20.00;1.00;3.23;20.86;1.00;1901.56;224.00;0.00;0.00;0.00;1901.56;0.00;627.00
21.00;1.00;3.10;20.94;2.00;2015.26;404.00;0.00;0.00;0.00;2015.26;0.00;640.00
22.00;1.00;2.65;21.05;2.00;1816.69;456.00;0.00;0.00;0.00;1816.69;0.00;790.00
23.00;1.00;2.13;21.13;1.00;726.68;0.00;0.00;0.00;0.00;726.68;0.00;558.00
24.00;1.00;1.95;20.98;1.00;290.67;0.00;0.00;0.00;0.00;290.67;0.00;97.00
25.00;1.00;1.76;20.77;1.00;116.27;0.00;0.00;0.00;0.00;116.27;0.00;80.00
26.00;1.00;1.61;20.53;1.00;46.51;0.00;0.00;0.00;0.00;46.51;0.00;80.00
27.00;1.00;1.46;20.29;1.00;1478.92;160.00;0.00;0.00;0.00;1478.92;0.00;80.00
28.00;1.00;1.43;20.27;1.00;1950.51;160.00;0.00;0.00;0.00;1950.51;0.00;77.00
29.00;1.00;1.39;20.33;1.00;2140.11;160.00;0.00;0.00;0.00;2140.11;0.00;79.00
30.00;1.00;1.30;20.41;2.00;2221.43;320.00;0.00;6726.45;0.11;8947.88;0.00;83.00
31.00;1.00;1.13;20.52;2.00;2166.95;476.00;339.51;0.00;0.00;2166.95;0.00;160.00
32.00;1.00;1.09;20.69;1.00;1863.66;246.00;691.03;0.00;0.00;1863.66;0.00;194.00
33.00;1.00;1.20;20.84;2.00;1681.28;416.00;1027.01;0.00;0.00;1681.28;0.00;357.00
34.00;1.00;1.21;21.03;2.00;1306.40;400.00;1106.14;0.00;0.00;1306.40;0.00;158.00
35.00;1.00;1.25;21.17;2.00;522.56;0.00;0.00;0.00;0.00;522.56;0.00;120.00
36.00;1.00;1.31;20.98;1.00;209.02;0.00;0.00;0.00;0.00;209.02;0.00;291.00
37.00;1.00;1.28;20.75;2.00;1259.05;448.00;608.87;0.00;0.00;1259.05;0.00;299.00
38.00;1.00;1.16;20.82;2.00;1360.11;440.00;367.38;0.00;0.00;1360.11;0.00;99.00
39.00;1.00;0.92;20.87;1.00;1561.08;220.00;1.64;0.00;0.00;1561.08;0.00;1368.00
40.00;1.00;0.82;20.86;2.00;2008.86;400.00;0.00;0.00;0.00;2008.86;0.00;151.00
41.00;1.00;0.74;20.95;2.00;2086.04;440.00;0.00;0.00;0.00;2086.04;0.00;361.00
42.00;1.00;0.81;21.04;1.00;1913.36;230.00;0.00;0.00;0.00;1913.36;0.00;366.00
43.00;1.00;0.75;21.08;2.00;765.34;0.00;0.00;0.00;0.00;765.34;0.00;586.00
44.00;1.00;0.94;20.92;1.00;306.14;0.00;0.00;0.00;0.00;306.14;0.00;688.00
45.00;1.00;0.91;20.70;2.00;1555.45;416.00;0.00;0.00;0.00;1555.45;0.00;568.00
46.00;1.00;1.04;20.72;1.00;1881.17;232.00;0.00;0.00;0.00;1881.17;0.00;279.00
47.00;1.00;1.19;20.76;1.00;752.47;0.00;0.00;0.00;0.00;752.47;0.00;123.00
48.00;1.00;0.98;20.61;2.00;1797.20;320.00;0.00;0.00;0.00;1797.20;0.00;86.00
49.00;1.00;0.98;20.65;1.00;718.88;0.00;0.00;0.00;0.00;718.88;0.00;90.00
50.00;1.00;0.93;20.49;2.00;1789.57;320.00;0.00;0.00;0.00;1789.57;0.00;131.00
51.00;1.00;0.94;20.54;1.00;715.83;0.00;0.00;0.00;0.00;715.83;0.00;96.00
52.00;1.00;0.94;20.38;1.00;1784.31;160.00;0.00;0.00;0.00;1784.31;0.00;93.00
53.00;1.00;0.99;20.40;1.00;2106.94;160.00;0.00;0.00;0.00;2106.94;0.00;93.00
54.00;1.00;0.92;20.47;0.00;2234.47;0.00;0.00;5445.14;0.09;7679.61;0.00;113.00
55.00;1.00;1.34;20.53;2.00;2388.91;464.00;138.93;0.00;0.00;2388.91;0.00;120.00
56.00;1.00;1.69;20.71;2.00;2069.16;448.00;322.84;0.00;0.00;2069.16;0.00;161.00
57.00;1.00;2.48;20.87;2.00;1831.26;496.00;616.89;0.00;0.00;1831.26;0.00;146.00
58.00;1.00;3.39;21.05;1.00;1495.64;224.00;803.56;0.00;0.00;1495.64;0.00;168.00
59.00;1.00;3.82;21.18;1.00;598.25;0.00;0.00;0.00;0.00;598.25;0.00;216.00
60.00;1.00;3.68;21.03;2.00;239.30;0.00;0.00;0.00;0.00;239.30;0.00;174.00
61.00;1.00;2.75;20.84;1.00;95.72;0.00;0.00;0.00;0.00;95.72;0.00;94.00
62.00;1.00;3.29;20.61;2.00;1452.28;428.00;432.70;0.00;0.00;1452.28;0.00;135.00
63.00;1.00;3.03;20.71;2.00;1436.29;488.00;1.60;0.00;0.00;1436.29;0.00;182.00
64.00;1.00;2.32;20.75;2.00;1672.79;416.00;0.00;0.00;0.00;1672.79;0.00;88.00
65.00;1.00;1.37;20.81;2.00;1853.06;440.00;0.00;0.00;0.00;1853.06;0.00;2209.00
66.00;1.00;0.87;20.88;1.00;1966.43;208.00;0.00;0.00;0.00;1966.43;0.00;1314.00
67.00;1.00;0.59;20.93;2.00;2182.68;436.00;0.00;0.00;0.00;2182.68;0.00;576.00
68.00;1.00;0.33;21.04;1.00;2022.29;218.00;0.00;0.00;0.00;2022.29;0.00;567.00
69.00;1.00;-0.21;21.09;2.00;808.92;0.00;0.00;0.00;0.00;808.92;0.00;419.00
70.00;1.00;-0.56;20.92;1.00;323.57;0.00;0.00;0.00;0.00;323.57;0.00;372.00
71.00;1.00;-0.53;20.68;2.00;129.43;0.00;0.00;0.00;0.00;129.43;0.00;234.00
72.00;1.00;-0.75;20.41;2.00;1638.57;320.00;0.00;0.00;0.00;1638.57;0.00;214.00
73.00;1.00;-0.68;20.41;1.00;655.43;0.00;0.00;0.00;0.00;655.43;0.00;56.00
74.00;1.00;-0.61;20.23;2.00;262.17;0.00;0.00;0.00;0.00;262.17;0.00;105.00
75.00;1.00;-0.66;19.99;1.00;1671.05;160.00;0.00;0.00;0.00;1671.05;0.00;108.00
76.00;1.00;-0.82;19.97;2.00;668.42;0.00;0.00;0.00;0.00;668.42;0.00;163.00
77.00;1.00;-0.64;19.79;2.00;1831.58;320.00;0.00;0.00;0.00;1831.58;0.00;140.00
78.00;1.00;-0.35;19.83;2.00;2084.72;320.00;0.00;0.00;0.00;2084.72;0.00;251.00
79.00;1.00;0.29;19.91;1.00;2171.80;232.00;389.54;0.00;0.00;2171.80;0.00;60.00
80.00;0.50;0.87;20.05;1.00;1994.62;210.00;722.74;0.00;0.00;1994.62;0.00;175.00
81.00;0.50;1.57;20.22;1.00;1713.20;226.00;870.67;0.00;0.00;1713.20;0.00;127.00
82.00;1.00;3.02;20.38;1.00;1472.81;246.00;807.53;0.00;0.00;1472.81;0.00;282.00
83.00;0.50;4.09;20.51;1.00;1330.88;222.00;871.45;0.00;0.00;1330.88;0.00;4270.00
84.00;1.00;4.07;20.65;2.00;1198.43;476.00;1072.19;0.00;0.00;1198.43;0.00;6681.00
85.00;0.50;4.35;20.82;1.00;881.21;240.00;943.52;0.00;0.00;881.21;0.00;422.00
86.00;0.50;4.41;20.90;2.00;819.04;452.00;460.87;0.00;0.00;819.04;0.00;185.00
87.00;1.00;4.27;20.93;1.00;1096.84;210.00;1.85;0.00;0.00;1096.84;0.00;310.00
88.00;1.00;3.92;20.90;1.00;1511.81;218.00;0.00;0.00;0.00;1511.81;0.00;241.00
89.00;1.00;3.18;20.92;1.00;1826.82;224.00;0.00;0.00;0.00;1826.82;0.00;358.00
90.00;1.00;2.76;20.98;0.00;1895.19;0.00;0.00;0.00;0.00;1895.19;0.00;858.00
91.00;1.00;3.15;21.01;2.00;1835.07;472.00;0.00;0.00;0.00;1835.07;0.00;696.00
92.00;1.00;3.32;21.11;1.00;734.03;0.00;0.00;0.00;0.00;734.03;0.00;796.00
93.00;1.00;3.24;20.98;2.00;293.61;0.00;0.00;0.00;0.00;293.61;0.00;846.00
94.00;1.00;2.99;20.78;1.00;1188.28;242.00;0.00;0.00;0.00;1188.28;0.00;355.00
95.00;1.00;2.44;20.75;1.00;475.31;0.00;0.00;0.00;0.00;475.31;0.00;230.00
96.00;1.00;1.11;20.58;1.00;190.12;0.00;0.00;0.00;0.00;190.12;0.00;92.00
97.00;1.00;0.74;20.34;0.00;76.05;0.00;0.00;0.00;0.00;76.05;0.00;97.00
98.00;1.00;0.95;20.09;2.00;1528.42;320.00;0.00;7534.52;0.12;9062.94;0.00;115.00
99.00;1.00;0.22;20.10;2.00;611.37;0.00;0.00;0.00;0.00;611.37;0.00;79.00
100.00;1.00;0.08;19.93;2.00;244.55;0.00;0.00;0.00;0.00;244.55;0.00;83.00
101.00;1.00;-0.19;19.70;2.00;1609.58;320.00;0.00;0.00;0.00;1609.58;0.00;101.00
102.00;1.00;0.17;19.71;2.00;1965.35;320.00;0.00;0.00;0.00;1965.35;0.00;99.00
103.00;1.00;0.54;19.78;2.00;2088.48;468.00;533.28;0.00;0.00;2088.48;0.00;134.00
104.00;0.50;1.20;19.97;1.00;1712.38;238.00;667.18;0.00;0.00;1712.38;0.00;259.00
105.00;0.50;1.64;20.10;1.00;1593.83;248.00;822.42;0.00;0.00;1593.83;0.00;823.00
106.00;0.50;2.31;20.24;1.00;1429.83;206.00;1347.42;0.00;0.00;1429.83;0.00;1114.00
107.00;0.50;3.50;20.43;2.00;1045.32;412.00;2156.28;0.00;0.00;1045.32;0.00;242.00
108.00;1.00;4.16;20.73;1.00;418.13;236.00;2674.38;0.00;0.00;418.13;0.00;137.00
109.00;0.50;4.69;20.99;1.00;167.25;248.00;2005.96;0.00;0.00;167.25;0.00;85.00
110.00;1.00;5.14;21.12;2.00;66.90;476.00;730.43;0.00;0.00;66.90;0.00;96.00
111.00;1.00;4.92;21.10;1.00;26.76;0.00;0.00;0.00;0.00;26.76;0.00;121.00
112.00;0.50;4.58;20.88;1.00;10.70;0.00;0.00;0.00;0.00;10.70;0.00;222.00
113.00;1.00;4.03;20.67;1.00;1319.63;228.00;0.00;0.00;0.00;1319.63;0.00;302.00
114.00;1.00;3.54;20.67;1.00;1724.95;212.00;0.00;0.00;0.00;1724.95;0.00;354.00
115.00;1.00;2.91;20.72;1.00;1923.84;242.00;0.00;0.00;0.00;1923.84;0.00;378.00
