datenum;active?;Tamb_degC;Tb_degC;Occupants;SpaceHeatingD_W;int_gains_W;sol_gains_W;HotWaterD_W;HotWaterTank_m3;TotalD_W;DelayedTotalD_W;ActiveLoadMatlab
0.00;1.00;3.92;21.00;12.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1024.00
1.00;1.00;4.00;20.63;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;899.00
2.00;1.00;4.11;20.27;12.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;565.00
3.00;1.00;4.14;19.92;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1088.00
4.00;1.00;4.08;19.57;10.00;7594.21;1600.00;0.00;0.00;0.00;7594.21;0.00;2764.00
5.00;1.00;4.04;19.56;10.00;9566.53;1600.00;0.00;0.00;0.00;9566.53;0.00;1427.00
6.00;1.00;4.01;19.61;9.00;10364.60;1440.00;0.00;0.00;0.00;10364.60;0.00;549.00
7.00;0.93;4.06;19.69;12.00;10810.91;2976.00;1560.46;11228.10;0.18;22039.01;0.00;769.00
8.00;0.79;3.80;19.88;7.00;9143.12;1526.00;2620.53;0.00;0.00;9143.12;0.00;1006.00
9.00;0.64;4.23;20.00;12.00;8877.16;2448.00;3879.67;0.00;0.00;8877.16;0.00;569.00
10.00;0.57;4.66;20.19;7.00;7345.55;1708.00;4259.25;0.00;0.00;7345.55;0.00;1195.00
11.00;0.71;5.24;20.32;7.00;6861.22;1680.00;3771.37;0.00;0.00;6861.22;0.00;677.00
12.00;0.71;4.18;20.42;12.00;6806.27;2880.00;3215.65;0.00;0.00;6806.27;0.00;2604.00
13.00;0.71;3.89;20.52;7.00;6831.48;1680.00;2332.40;0.00;0.00;6831.48;0.00;2675.00
14.00;0.50;4.04;20.54;13.00;8238.20;3120.00;1187.46;0.00;0.00;8238.20;0.00;3007.00
15.00;0.64;4.07;20.62;8.00;8573.83;1952.00;4.67;0.00;0.00;8573.83;0.00;2916.00
16.00;0.93;4.02;20.63;12.00;10137.19;2760.00;0.00;0.00;0.00;10137.19;0.00;1422.00
17.00;0.93;3.84;20.72;12.00;10301.18;2544.00;0.00;0.00;0.00;10301.18;0.00;3038.00
18.00;1.00;3.74;20.80;10.00;10597.33;2140.00;0.00;0.00;0.00;10597.33;0.00;1451.00
19.00;1.00;3.44;20.87;12.00;11028.93;2544.00;0.00;0.00;0.00;11028.93;0.00;2660.00
20.00;1.00;3.23;20.97;6.00;11099.55;1200.00;0.00;0.00;0.00;11099.55;0.00;4074.00
21.00;1.00;3.10;21.01;11.00;10844.39;2728.00;0.00;0.00;0.00;10844.39;0.00;3525.00
22.00;1.00;2.65;21.10;7.00;4337.75;0.00;0.00;0.00;0.00;4337.75;0.00;2631.00
23.00;1.00;2.13;20.85;8.00;1735.10;0.00;0.00;0.00;0.00;1735.10;0.00;1602.00
24.00;1.00;1.95;20.51;12.00;694.04;0.00;0.00;0.00;0.00;694.04;0.00;663.00
25.00;1.00;1.76;20.13;7.00;277.62;0.00;0.00;0.00;0.00;277.62;0.00;2395.00
26.00;1.00;1.61;19.74;12.00;8673.02;1920.00;0.00;0.00;0.00;8673.02;0.00;1286.00
27.00;1.00;1.46;19.71;7.00;10787.66;1120.00;0.00;0.00;0.00;10787.66;0.00;556.00
28.00;1.00;1.43;19.73;11.00;4315.06;0.00;0.00;0.00;0.00;4315.06;0.00;497.00
29.00;1.00;1.39;19.49;10.00;1726.03;0.00;0.00;0.00;0.00;1726.03;0.00;366.00
30.00;1.00;1.30;19.16;7.00;9151.99;1120.00;0.00;0.00;0.00;9151.99;0.00;465.00
31.00;1.00;1.13;19.13;13.00;11357.03;2600.00;1806.41;0.00;0.00;11357.03;0.00;1114.00
32.00;1.00;1.09;19.29;5.00;10320.78;1210.00;2750.51;0.00;0.00;10320.78;0.00;1238.00
33.00;1.00;1.20;19.39;12.00;10248.74;2616.00;3561.90;0.00;0.00;10248.74;0.00;868.00
34.00;1.00;1.21;19.57;8.00;8885.80;2000.00;3452.32;0.00;0.00;8885.80;0.00;1078.00
35.00;1.00;1.25;19.67;10.00;8841.65;2140.00;2909.17;0.00;0.00;8841.65;0.00;1359.00
36.00;1.00;1.31;19.76;10.00;9087.31;2400.00;2189.35;0.00;0.00;9087.31;0.00;4762.00
37.00;1.00;1.28;19.84;7.00;9470.73;1736.00;1570.42;0.00;0.00;9470.73;0.00;7392.00
38.00;1.00;1.16;19.88;11.00;10435.95;2222.00;1022.18;18576.57;0.30;29012.53;0.00;3944.00
39.00;1.00;0.92;19.95;7.00;10920.58;1624.00;5.57;0.00;0.00;10920.58;0.00;1441.00
40.00;1.00;0.82;19.98;11.00;12198.21;2618.00;0.00;0.00;0.00;12198.21;0.00;1500.00
41.00;1.00;0.74;20.08;9.00;12163.10;1818.00;0.00;0.00;0.00;12163.10;0.00;4049.00
42.00;1.00;0.81;20.15;7.00;12696.39;1596.00;0.00;0.00;0.00;12696.39;0.00;3226.00
43.00;1.00;0.75;20.23;13.00;13041.42;3016.00;0.00;0.00;0.00;13041.42;0.00;2810.00
44.00;1.00;0.94;20.37;10.00;12380.30;2440.00;0.00;0.00;0.00;12380.30;0.00;3118.00
45.00;1.00;0.91;20.46;12.00;12444.63;2448.00;0.00;0.00;0.00;12444.63;0.00;3548.00
46.00;1.00;1.04;20.56;8.00;12513.13;1968.00;0.00;0.00;0.00;12513.13;0.00;2082.00
47.00;1.00;1.19;20.64;8.00;5005.25;0.00;0.00;0.00;0.00;5005.25;0.00;1185.00
48.00;1.00;0.98;20.39;12.00;2002.10;0.00;0.00;0.00;0.00;2002.10;0.00;813.00
49.00;1.00;0.98;20.04;8.00;9752.76;1280.00;0.00;0.00;0.00;9752.76;0.00;750.00
50.00;1.00;0.93;20.01;12.00;3901.10;0.00;0.00;0.00;0.00;3901.10;0.00;479.00
51.00;1.00;0.94;19.74;8.00;10387.26;1280.00;0.00;0.00;0.00;10387.26;0.00;605.00
52.00;1.00;0.94;19.74;12.00;12107.96;1920.00;0.00;0.00;0.00;12107.96;0.00;588.00
53.00;1.00;0.99;19.82;10.00;4843.18;0.00;0.00;0.00;0.00;4843.18;0.00;579.00
54.00;1.00;0.92;19.58;9.00;10670.59;1440.00;0.00;0.00;0.00;10670.59;0.00;613.00
55.00;1.00;1.34;19.60;12.00;12072.50;2400.00;686.26;0.00;0.00;12072.50;0.00;576.00
56.00;1.00;1.69;19.73;7.00;11495.89;1456.00;1227.65;0.00;0.00;11495.89;0.00;580.00
57.00;1.00;2.48;19.83;11.00;11428.17;2420.00;2080.51;0.00;0.00;11428.17;0.00;509.00
58.00;1.00;3.39;20.01;8.00;10053.80;1616.00;2452.94;0.00;0.00;10053.80;0.00;488.00
59.00;1.00;3.82;20.15;9.00;9492.20;2106.00;2377.72;0.00;0.00;9492.20;0.00;619.00
60.00;1.00;3.68;20.28;12.00;8905.73;2832.00;1711.79;0.00;0.00;8905.73;0.00;419.00
61.00;1.00;2.75;20.39;5.00;8738.77;1000.00;1666.99;0.00;0.00;8738.77;0.00;1387.00
