datenum;active?;Tamb_degC;Tb_degC;Occupants;SpaceHeatingD_W;int_gains_W;sol_gains_W;HotWaterD_W;HotWaterTank_m3;TotalD_W;DelayedTotalD_W;ActiveLoadMatlab
0.00;1.00;3.92;18.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;137.00
1.00;1.00;4.00;17.72;2.00;1300.52;320.00;0.00;0.00;0.00;1300.52;0.00;864.00
2.00;1.00;4.11;17.73;3.00;1604.25;480.00;0.00;0.00;0.00;1604.25;0.00;568.00
3.00;1.00;4.14;17.83;1.00;1623.26;160.00;0.00;0.00;0.00;1623.26;0.00;35.00
4.00;1.00;4.08;17.87;2.00;1826.84;320.00;0.00;0.00;0.00;1826.84;0.00;121.00
5.00;1.00;4.04;17.97;2.00;1819.10;320.00;0.00;0.00;0.00;1819.10;0.00;59.00
6.00;1.00;4.01;18.07;2.00;1577.62;320.00;0.00;8572.92;0.14;10150.54;0.00;100.00
7.00;0.67;4.06;18.12;3.00;631.05;0.00;0.00;0.00;0.00;631.05;0.00;32.00
8.00;1.00;3.80;17.96;2.00;252.42;0.00;0.00;0.00;0.00;252.42;0.00;101.00
9.00;0.67;4.23;17.72;2.00;841.60;492.00;837.46;0.00;0.00;841.60;0.00;24.00
10.00;1.00;4.66;17.83;1.00;799.07;250.00;1022.58;0.00;0.00;799.07;0.00;101.00
11.00;0.67;5.24;17.94;2.00;788.46;464.00;1000.10;0.00;0.00;788.46;0.00;32.00
12.00;1.00;4.18;18.08;3.00;522.13;696.00;948.27;0.00;0.00;522.13;0.00;99.00
13.00;0.67;3.89;18.18;1.00;208.85;0.00;0.00;0.00;0.00;208.85;0.00;28.00
14.00;0.67;4.04;17.94;3.00;83.54;0.00;0.00;0.00;0.00;83.54;0.00;96.00
15.00;0.67;4.07;17.68;1.00;810.00;220.00;1.01;0.00;0.00;810.00;0.00;28.00
16.00;1.00;4.02;17.59;2.00;1459.40;404.00;0.00;0.00;0.00;1459.40;0.00;96.00
17.00;1.00;3.84;17.65;2.00;1606.52;408.00;0.00;0.00;0.00;1606.52;0.00;28.00
18.00;1.00;3.74;17.72;2.00;1679.11;472.00;0.00;0.00;0.00;1679.11;0.00;96.00
19.00;1.00;3.44;17.82;3.00;1682.37;696.00;0.00;0.00;0.00;1682.37;0.00;187.00
20.00;1.00;3.23;17.95;2.00;1576.49;408.00;0.00;0.00;0.00;1576.49;0.00;460.00
21.00;1.00;3.10;18.01;2.00;1543.82;404.00;0.00;0.00;0.00;1543.82;0.00;625.00
22.00;1.00;2.65;18.06;2.00;617.53;0.00;0.00;0.00;0.00;617.53;0.00;576.00
23.00;1.00;2.13;17.86;2.00;247.01;0.00;0.00;0.00;0.00;247.01;0.00;340.00
24.00;1.00;1.95;17.59;2.00;1510.92;320.00;0.00;0.00;0.00;1510.92;0.00;160.00
25.00;1.00;1.76;17.60;1.00;1818.68;160.00;0.00;0.00;0.00;1818.68;0.00;102.00
26.00;1.00;1.61;17.64;2.00;2051.69;320.00;0.00;0.00;0.00;2051.69;0.00;51.00
27.00;1.00;1.46;17.73;2.00;2060.84;320.00;0.00;0.00;0.00;2060.84;0.00;77.00
28.00;1.00;1.43;17.83;3.00;2081.27;480.00;0.00;0.00;0.00;2081.27;0.00;47.00
29.00;1.00;1.39;17.95;3.00;2001.96;480.00;0.00;0.00;0.00;2001.96;0.00;97.00
30.00;1.00;1.30;18.06;2.00;1810.22;320.00;0.00;0.00;0.00;1810.22;0.00;84.00
31.00;1.00;1.13;18.10;3.00;724.09;0.00;0.00;0.00;0.00;724.09;0.00;42.00
32.00;1.00;1.09;17.89;2.00;289.64;0.00;0.00;0.00;0.00;289.64;0.00;106.00
33.00;1.00;1.20;17.61;2.00;1600.58;436.00;753.89;0.00;0.00;1600.58;0.00;43.00
34.00;1.00;1.21;17.77;2.00;1384.25;416.00;811.98;0.00;0.00;1384.25;0.00;38.00
35.00;1.00;1.25;17.90;1.00;1285.69;224.00;753.36;0.00;0.00;1285.69;0.00;104.00
36.00;1.00;1.31;17.97;3.00;1402.31;666.00;624.59;0.00;0.00;1402.31;0.00;35.00
37.00;1.00;1.28;18.11;2.00;1035.81;460.00;446.96;0.00;0.00;1035.81;0.00;86.00
38.00;1.00;1.16;18.11;3.00;414.33;0.00;0.00;0.00;0.00;414.33;0.00;133.00
39.00;1.00;0.92;17.85;1.00;165.73;0.00;0.00;0.00;0.00;165.73;0.00;134.00
40.00;1.00;0.82;17.55;2.00;1560.00;452.00;0.00;0.00;0.00;1560.00;0.00;221.00
41.00;1.00;0.74;17.57;1.00;1832.64;236.00;0.00;7016.17;0.11;8848.81;0.00;129.00
42.00;1.00;0.81;17.60;1.00;2078.05;202.00;0.00;0.00;0.00;2078.05;0.00;95.00
43.00;1.00;0.75;17.66;3.00;2193.62;618.00;0.00;0.00;0.00;2193.62;0.00;105.00
44.00;1.00;0.94;17.82;2.00;1998.96;480.00;0.00;0.00;0.00;1998.96;0.00;389.00
45.00;1.00;0.91;17.92;3.00;2002.06;720.00;0.00;0.00;0.00;2002.06;0.00;717.00
46.00;1.00;1.04;18.06;2.00;1805.24;464.00;0.00;0.00;0.00;1805.24;0.00;297.00
47.00;1.00;1.19;18.12;3.00;1943.46;606.00;0.00;0.00;0.00;1943.46;0.00;128.00
48.00;1.00;0.98;18.23;3.00;777.38;0.00;0.00;0.00;0.00;777.38;0.00;141.00
49.00;1.00;0.98;18.02;2.00;1826.46;320.00;0.00;14937.88;0.24;16764.34;0.00;31.00
50.00;1.00;0.93;18.06;2.00;2039.95;320.00;0.00;0.00;0.00;2039.95;0.00;81.00
