datenum;active?;Tamb_degC;Tb_degC;Occupants;SpaceHeatingD_W;int_gains_W;sol_gains_W;HotWaterD_W;HotWaterTank_m3;TotalD_W;DelayedTotalD_W;ActiveLoadMatlab
0.00;1.00;3.92;18.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;654.00
1.00;1.00;4.00;17.77;2.00;3507.20;320.00;0.00;0.00;0.00;3507.20;0.00;514.00
2.00;1.00;4.11;17.77;4.00;4664.72;640.00;0.00;0.00;0.00;4664.72;0.00;260.00
3.00;1.00;4.14;17.84;2.00;4915.90;320.00;0.00;0.00;0.00;4915.90;0.00;240.00
4.00;1.00;4.08;17.92;4.00;5215.39;640.00;0.00;0.00;0.00;5215.39;0.00;216.00
5.00;1.00;4.04;18.02;2.00;5001.76;320.00;0.00;0.00;0.00;5001.76;0.00;204.00
6.00;1.00;4.01;18.09;2.00;2000.70;0.00;0.00;0.00;0.00;2000.70;0.00;226.00
7.00;1.00;4.06;17.98;4.00;800.28;0.00;0.00;0.00;0.00;800.28;0.00;996.00
8.00;1.00;3.80;17.80;2.00;2959.50;424.00;1038.79;0.00;0.00;2959.50;0.00;1187.00
9.00;0.75;4.23;17.82;3.00;3797.90;666.00;1578.68;0.00;0.00;3797.90;0.00;1888.00
10.00;1.00;4.66;17.94;3.00;3594.01;648.00;1777.55;0.00;0.00;3594.01;0.00;1643.00
11.00;0.75;5.24;18.06;4.00;2547.17;856.00;1614.35;0.00;0.00;2547.17;0.00;983.00
12.00;0.75;4.18;18.14;3.00;1018.87;0.00;0.00;0.00;0.00;1018.87;0.00;3142.00
13.00;0.25;3.89;17.97;1.00;407.55;0.00;0.00;0.00;0.00;407.55;0.00;2155.00
14.00;0.00;4.04;17.77;3.00;163.02;702.00;514.13;0.00;0.00;163.02;0.00;1518.00
15.00;1.00;4.07;17.62;2.00;2780.91;464.00;1.81;0.00;0.00;2780.91;0.00;1093.00
16.00;1.00;4.02;17.59;3.00;4248.26;714.00;0.00;0.00;0.00;4248.26;0.00;924.00
17.00;1.00;3.84;17.65;3.00;4688.04;714.00;0.00;0.00;0.00;4688.04;0.00;1013.00
18.00;1.00;3.74;17.73;2.00;4905.31;460.00;0.00;0.00;0.00;4905.31;0.00;2874.00
19.00;1.00;3.44;17.80;4.00;5176.88;800.00;0.00;0.00;0.00;5176.88;0.00;1135.00
20.00;1.00;3.23;17.90;2.00;5146.52;436.00;0.00;0.00;0.00;5146.52;0.00;1193.00
21.00;1.00;3.10;17.98;3.00;5366.88;624.00;0.00;21173.00;0.34;26539.88;0.00;1307.00
22.00;1.00;2.65;18.07;3.00;4560.44;666.00;0.00;0.00;0.00;4560.44;0.00;1024.00
23.00;1.00;2.13;18.12;3.00;5162.71;678.00;0.00;0.00;0.00;5162.71;0.00;676.00
24.00;1.00;1.95;18.19;3.00;2065.08;0.00;0.00;0.00;0.00;2065.08;0.00;547.00
25.00;1.00;1.76;18.04;2.00;4705.16;320.00;0.00;0.00;0.00;4705.16;0.00;291.00
26.00;1.00;1.61;18.06;4.00;5577.61;640.00;0.00;0.00;0.00;5577.61;0.00;356.00
27.00;1.00;1.46;18.14;2.00;5762.66;320.00;0.00;0.00;0.00;5762.66;0.00;215.00
28.00;1.00;1.43;18.22;3.00;6068.79;480.00;0.00;0.00;0.00;6068.79;0.00;341.00
29.00;1.00;1.39;18.31;3.00;2427.52;0.00;0.00;0.00;0.00;2427.52;0.00;279.00
30.00;1.00;1.30;18.18;2.00;971.01;0.00;0.00;0.00;0.00;971.01;0.00;310.00
31.00;1.00;1.13;17.96;4.00;388.40;0.00;0.00;0.00;0.00;388.40;0.00;367.00
32.00;1.00;1.09;17.71;1.00;3499.47;210.00;1084.33;0.00;0.00;3499.47;0.00;406.00
33.00;1.00;1.20;17.71;4.00;4568.22;872.00;1441.61;0.00;0.00;4568.22;0.00;469.00
34.00;1.00;1.21;17.83;2.00;4364.57;436.00;1431.27;0.00;0.00;4364.57;0.00;262.00
35.00;1.00;1.25;17.91;3.00;4570.89;654.00;1235.33;0.00;0.00;4570.89;0.00;1233.00
36.00;1.00;1.31;18.00;4.00;4525.17;976.00;954.12;0.00;0.00;4525.17;0.00;453.00
37.00;1.00;1.28;18.10;3.00;1810.07;0.00;0.00;0.00;0.00;1810.07;0.00;1191.00
38.00;1.00;1.16;17.93;3.00;724.03;0.00;0.00;0.00;0.00;724.03;0.00;842.00
39.00;1.00;0.92;17.70;2.00;3964.03;480.00;2.16;0.00;0.00;3964.03;0.00;745.00
40.00;1.00;0.82;17.68;2.00;5268.53;448.00;0.00;0.00;0.00;5268.53;0.00;794.00
41.00;1.00;0.74;17.73;3.00;5824.48;720.00;0.00;0.00;0.00;5824.48;0.00;782.00
42.00;1.00;0.81;17.82;3.00;5905.58;744.00;0.00;0.00;0.00;5905.58;0.00;1065.00
43.00;1.00;0.75;17.92;3.00;5926.99;630.00;0.00;0.00;0.00;5926.99;0.00;1331.00
44.00;1.00;0.94;18.01;2.00;5854.93;412.00;0.00;0.00;0.00;5854.93;0.00;1125.00
45.00;1.00;0.91;18.08;3.00;2341.97;0.00;0.00;0.00;0.00;2341.97;0.00;1242.00
46.00;1.00;1.04;17.94;2.00;936.79;0.00;0.00;0.00;0.00;936.79;0.00;1006.00
47.00;1.00;1.19;17.72;2.00;4367.95;432.00;0.00;0.00;0.00;4367.95;0.00;948.00
48.00;1.00;0.98;17.72;4.00;5416.58;640.00;0.00;0.00;0.00;5416.58;0.00;445.00
49.00;1.00;0.98;17.79;2.00;5749.11;320.00;0.00;0.00;0.00;5749.11;0.00;316.00
50.00;1.00;0.93;17.86;4.00;6085.42;640.00;0.00;0.00;0.00;6085.42;0.00;232.00
51.00;1.00;0.94;17.96;2.00;6048.07;320.00;0.00;0.00;0.00;6048.07;0.00;235.00
52.00;1.00;0.94;18.04;3.00;5572.28;480.00;0.00;0.00;0.00;5572.28;0.00;235.00
53.00;1.00;0.99;18.11;2.00;2228.91;0.00;0.00;0.00;0.00;2228.91;0.00;231.00
54.00;1.00;0.92;17.96;2.00;891.56;0.00;0.00;0.00;0.00;891.56;0.00;242.00
55.00;1.00;1.34;17.73;2.00;3761.20;448.00;263.22;20747.96;0.33;24509.17;0.00;367.00
56.00;1.00;1.69;17.72;2.00;4983.27;484.00;486.95;0.00;0.00;4983.27;0.00;1797.00
57.00;1.00;2.48;17.79;3.00;5254.42;672.00;845.90;0.00;0.00;5254.42;0.00;1152.00
58.00;1.00;3.39;17.93;2.00;4910.54;404.00;1021.20;0.00;0.00;4910.54;0.00;1103.00
59.00;1.00;3.82;18.05;3.00;4410.15;630.00;1014.31;0.00;0.00;4410.15;0.00;506.00
60.00;1.00;3.68;18.16;3.00;1764.06;0.00;0.00;0.00;0.00;1764.06;0.00;1675.00
61.00;1.00;2.75;18.02;1.00;705.62;0.00;0.00;0.00;0.00;705.62;0.00;559.00
62.00;1.00;3.29;17.82;3.00;282.25;0.00;0.00;0.00;0.00;282.25;0.00;546.00
63.00;1.00;3.03;17.60;2.00;3697.00;400.00;2.11;0.00;0.00;3697.00;0.00;529.00
64.00;1.00;2.32;17.59;3.00;4829.28;714.00;0.00;0.00;0.00;4829.28;0.00;758.00
65.00;1.00;1.37;17.66;3.00;5216.25;696.00;0.00;0.00;0.00;5216.25;0.00;480.00
66.00;1.00;0.87;17.73;2.00;5556.75;432.00;0.00;0.00;0.00;5556.75;0.00;804.00
67.00;1.00;0.59;17.79;4.00;5949.50;936.00;0.00;0.00;0.00;5949.50;0.00;924.00
68.00;1.00;0.33;17.90;1.00;5862.73;244.00;0.00;0.00;0.00;5862.73;0.00;1727.00
69.00;1.00;-0.21;17.96;3.00;6306.53;714.00;0.00;0.00;0.00;6306.53;0.00;1070.00
70.00;1.00;-0.56;18.06;3.00;5698.43;630.00;0.00;0.00;0.00;5698.43;0.00;2305.00
71.00;1.00;-0.53;18.11;4.00;2279.37;0.00;0.00;0.00;0.00;2279.37;0.00;892.00
72.00;1.00;-0.75;17.94;3.00;5205.06;480.00;0.00;0.00;0.00;5205.06;0.00;547.00
73.00;1.00;-0.68;17.96;1.00;5679.60;160.00;0.00;0.00;0.00;5679.60;0.00;1031.00
74.00;1.00;-0.61;17.98;4.00;5868.26;640.00;0.00;0.00;0.00;5868.26;0.00;1548.00
75.00;1.00;-0.66;18.05;3.00;6248.19;480.00;0.00;0.00;0.00;6248.19;0.00;540.00
76.00;1.00;-0.82;18.12;3.00;2499.28;0.00;0.00;0.00;0.00;2499.28;0.00;445.00
77.00;1.00;-0.64;17.96;2.00;5346.05;320.00;0.00;0.00;0.00;5346.05;0.00;229.00
78.00;1.00;-0.35;17.98;2.00;5612.16;320.00;0.00;0.00;0.00;5612.16;0.00;363.00
79.00;0.75;0.29;18.01;4.00;4672.50;880.00;756.57;0.00;0.00;4672.50;0.00;317.00
80.00;0.75;0.87;18.08;2.00;1869.00;0.00;0.00;0.00;0.00;1869.00;0.00;431.00
81.00;1.00;1.57;17.91;3.00;747.60;0.00;0.00;0.00;0.00;747.60;0.00;1645.00
82.00;0.75;3.02;17.69;3.00;3158.75;618.00;1031.06;0.00;0.00;3158.75;0.00;1809.00
83.00;1.00;4.09;17.72;2.00;3881.71;448.00;1036.59;0.00;0.00;3881.71;0.00;3299.00
84.00;0.75;4.07;17.80;3.00;4090.73;714.00;1181.86;0.00;0.00;4090.73;0.00;3967.00
85.00;0.00;4.35;17.91;2.00;1636.29;444.00;1073.12;0.00;0.00;1636.29;0.00;993.00
86.00;1.00;4.41;17.87;4.00;3009.26;872.00;563.97;0.00;0.00;3009.26;0.00;932.00
87.00;1.00;4.27;17.90;2.00;3741.20;492.00;2.44;0.00;0.00;3741.20;0.00;1151.00
88.00;0.75;3.92;17.92;3.00;3811.17;624.00;0.00;0.00;0.00;3811.17;0.00;944.00
89.00;1.00;3.18;17.94;3.00;4408.65;600.00;0.00;0.00;0.00;4408.65;0.00;860.00
90.00;1.00;2.76;17.99;3.00;4549.30;750.00;0.00;20559.86;0.33;25109.16;0.00;796.00
91.00;1.00;3.15;18.04;3.00;4138.80;708.00;0.00;0.00;0.00;4138.80;0.00;865.00
92.00;1.00;3.32;18.07;2.00;1655.52;0.00;0.00;0.00;0.00;1655.52;0.00;1098.00
93.00;1.00;3.24;17.93;2.00;662.21;0.00;0.00;0.00;0.00;662.21;0.00;1034.00
94.00;1.00;2.99;17.73;3.00;3605.18;720.00;0.00;0.00;0.00;3605.18;0.00;914.00
95.00;1.00;2.44;17.73;3.00;4629.74;696.00;0.00;0.00;0.00;4629.74;0.00;579.00
96.00;1.00;1.11;17.78;3.00;5149.53;480.00;0.00;0.00;0.00;5149.53;0.00;377.00
97.00;1.00;0.74;17.83;1.00;5725.48;160.00;0.00;0.00;0.00;5725.48;0.00;222.00
98.00;1.00;0.95;17.88;3.00;6219.78;480.00;0.00;0.00;0.00;6219.78;0.00;255.00
99.00;1.00;0.22;17.99;1.00;6199.37;160.00;0.00;0.00;0.00;6199.37;0.00;221.00
