datenum;active?;Tamb_degC;Tb_degC;Occupants;SpaceHeatingD_W;int_gains_W;sol_gains_W;HotWaterD_W;HotWaterTank_m3;TotalD_W;DelayedTotalD_W;ActiveLoadMatlab
0.00;1.00;3.92;18.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;997.00
1.00;1.00;4.00;17.48;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;827.00
2.00;1.00;4.11;16.98;5.00;6090.73;800.00;0.00;0.00;0.00;6090.73;0.00;199.00
3.00;1.00;4.14;16.91;5.00;7819.31;800.00;0.00;0.00;0.00;7819.31;0.00;192.00
4.00;1.00;4.08;16.95;4.00;8470.95;640.00;0.00;0.00;0.00;8470.95;0.00;262.00
5.00;1.00;4.04;17.01;4.00;8863.68;640.00;0.00;0.00;0.00;8863.68;0.00;178.00
6.00;1.00;4.01;17.09;3.00;9058.74;480.00;0.00;0.00;0.00;9058.74;0.00;959.00
7.00;1.00;4.06;17.17;6.00;9274.44;1356.00;1270.41;0.00;0.00;9274.44;0.00;349.00
8.00;1.00;3.80;17.39;4.00;8086.36;808.00;2133.40;16960.93;0.27;25047.29;0.00;421.00
9.00;0.50;4.23;17.53;5.00;7598.28;1230.00;3158.44;0.00;0.00;7598.28;0.00;944.00
10.00;0.50;4.66;17.75;5.00;6429.35;1080.00;3467.41;0.00;0.00;6429.35;0.00;555.00
11.00;0.50;5.24;17.91;5.00;4950.89;1120.00;3070.20;0.00;0.00;4950.89;0.00;1579.00
12.00;0.17;4.18;17.98;5.00;2505.79;1210.00;2617.77;0.00;0.00;2505.79;0.00;2671.00
13.00;0.67;3.89;17.85;3.00;3053.73;600.00;1898.86;0.00;0.00;3053.73;0.00;338.00
14.00;1.00;4.04;17.66;6.00;5992.09;1452.00;966.73;0.00;0.00;5992.09;0.00;348.00
15.00;1.00;4.07;17.65;3.00;7087.32;642.00;3.80;0.00;0.00;7087.32;0.00;297.00
16.00;1.00;4.02;17.60;4.00;8574.87;808.00;0.00;0.00;0.00;8574.87;0.00;557.00
17.00;0.83;3.84;17.65;3.00;9072.75;642.00;0.00;0.00;0.00;9072.75;0.00;892.00
18.00;1.00;3.74;17.72;3.00;9458.64;654.00;0.00;0.00;0.00;9458.64;0.00;2651.00
19.00;1.00;3.44;17.80;5.00;9669.46;1130.00;0.00;0.00;0.00;9669.46;0.00;1543.00
20.00;1.00;3.23;17.90;2.00;9611.60;400.00;0.00;0.00;0.00;9611.60;0.00;1379.00
21.00;1.00;3.10;17.95;5.00;10126.16;1130.00;0.00;0.00;0.00;10126.16;0.00;1694.00
22.00;1.00;2.65;18.06;4.00;9472.33;832.00;0.00;0.00;0.00;9472.33;0.00;1345.00
23.00;1.00;2.13;18.10;4.00;3788.93;0.00;0.00;0.00;0.00;3788.93;0.00;740.00
24.00;1.00;1.95;17.74;6.00;8543.24;960.00;0.00;0.00;0.00;8543.24;0.00;694.00
25.00;1.00;1.76;17.71;4.00;9799.25;640.00;0.00;0.00;0.00;9799.25;0.00;331.00
26.00;1.00;1.61;17.74;6.00;10557.94;960.00;0.00;0.00;0.00;10557.94;0.00;277.00
27.00;1.00;1.46;17.82;4.00;10733.06;640.00;0.00;0.00;0.00;10733.06;0.00;148.00
28.00;1.00;1.43;17.89;5.00;11082.56;800.00;0.00;0.00;0.00;11082.56;0.00;236.00
