datenum;active?;Tamb_degC;Tb_degC;Occupants;SpaceHeatingD_W;int_gains_W;sol_gains_W;HotWaterD_W;HotWaterTank_m3;TotalD_W;DelayedTotalD_W;ActiveLoadMatlab
0.00;1.00;3.92;18.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;420.00
1.00;1.00;4.00;17.58;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;282.00
2.00;1.00;4.11;17.18;4.00;3233.80;640.00;0.00;0.00;0.00;3233.80;0.00;199.00
3.00;1.00;4.14;17.15;2.00;4045.71;320.00;0.00;0.00;0.00;4045.71;0.00;174.00
4.00;1.00;4.08;17.17;3.00;4550.52;480.00;0.00;0.00;0.00;4550.52;0.00;170.00
5.00;1.00;4.04;17.25;3.00;4671.93;480.00;0.00;0.00;0.00;4671.93;0.00;122.00
6.00;1.00;4.01;17.34;2.00;4743.51;320.00;0.00;0.00;0.00;4743.51;0.00;229.00
7.00;1.00;4.06;17.42;4.00;4890.80;976.00;691.38;0.00;0.00;4890.80;0.00;1469.00
8.00;1.00;3.80;17.63;3.00;4147.79;750.00;1514.76;0.00;0.00;4147.79;0.00;3435.00
9.00;0.75;4.23;17.82;4.00;3581.36;928.00;2557.79;0.00;0.00;3581.36;0.00;1760.00
10.00;0.75;4.66;18.08;2.00;2576.38;496.00;3123.68;0.00;0.00;2576.38;0.00;3504.00
11.00;0.75;5.24;18.26;2.00;1030.55;0.00;0.00;0.00;0.00;1030.55;0.00;1285.00
12.00;0.50;4.18;17.97;3.00;412.22;0.00;0.00;0.00;0.00;412.22;0.00;556.00
13.00;0.75;3.89;17.60;2.00;2289.64;472.00;2022.35;0.00;0.00;2289.64;0.00;2081.00
14.00;0.75;4.04;17.64;4.00;2677.18;904.00;946.24;0.00;0.00;2677.18;0.00;465.00
15.00;1.00;4.07;17.66;2.00;3197.17;468.00;3.08;0.00;0.00;3197.17;0.00;238.00
16.00;1.00;4.02;17.59;3.00;4230.45;702.00;0.00;0.00;0.00;4230.45;0.00;313.00
17.00;1.00;3.84;17.65;3.00;4502.44;624.00;0.00;0.00;0.00;4502.44;0.00;341.00
18.00;1.00;3.74;17.72;2.00;4703.47;468.00;0.00;0.00;0.00;4703.47;0.00;407.00
19.00;1.00;3.44;17.79;4.00;4911.03;968.00;0.00;0.00;0.00;4911.03;0.00;508.00
20.00;1.00;3.23;17.91;1.00;4764.58;248.00;0.00;0.00;0.00;4764.58;0.00;723.00
21.00;1.00;3.10;17.94;3.00;5129.80;630.00;0.00;0.00;0.00;5129.80;0.00;821.00
22.00;1.00;2.65;18.04;3.00;4871.31;732.00;0.00;0.00;0.00;4871.31;0.00;558.00
23.00;1.00;2.13;18.11;4.00;1948.52;0.00;0.00;0.00;0.00;1948.52;0.00;516.00
24.00;1.00;1.95;17.81;3.00;4470.10;480.00;0.00;0.00;0.00;4470.10;0.00;238.00
25.00;1.00;1.76;17.80;2.00;5169.42;320.00;0.00;0.00;0.00;5169.42;0.00;244.00
26.00;1.00;1.61;17.84;4.00;5580.49;640.00;0.00;0.00;0.00;5580.49;0.00;162.00
27.00;1.00;1.46;17.94;3.00;5587.19;480.00;0.00;0.00;0.00;5587.19;0.00;163.00
28.00;1.00;1.43;18.02;3.00;5481.41;480.00;0.00;0.00;0.00;5481.41;0.00;143.00
