datenum;active?;Tamb_degC;Tb_degC;Occupants;SpaceHeatingD_W;int_gains_W;sol_gains_W;HotWaterD_W;HotWaterTank_m3;TotalD_W;DelayedTotalD_W;ActiveLoadMatlab
0.00;1.00;3.92;18.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;692.00
1.00;1.00;4.00;17.66;3.00;10456.87;480.00;0.00;0.00;0.00;10456.87;0.00;335.00
2.00;1.00;4.11;17.60;4.00;14105.30;640.00;0.00;0.00;0.00;14105.30;0.00;480.00
3.00;1.00;4.14;17.65;3.00;15375.17;480.00;0.00;0.00;0.00;15375.17;0.00;230.00
4.00;1.00;4.08;17.72;4.00;15984.86;640.00;0.00;0.00;0.00;15984.86;0.00;341.00
5.00;1.00;4.04;17.81;3.00;16209.80;480.00;0.00;48127.25;0.77;64337.05;0.00;174.00
6.00;1.00;4.01;17.90;3.00;16470.54;480.00;0.00;0.00;0.00;16470.54;0.00;449.00
7.00;1.00;4.06;17.99;5.00;16643.21;1140.00;2931.66;0.00;0.00;16643.21;0.00;543.00
8.00;1.00;3.80;18.18;3.00;12422.30;708.00;4923.34;0.00;0.00;12422.30;0.00;438.00
9.00;0.80;4.23;18.29;4.00;4968.92;0.00;0.00;0.00;0.00;4968.92;0.00;2133.00
10.00;0.80;4.66;18.07;3.00;1987.57;0.00;0.00;0.00;0.00;1987.57;0.00;1507.00
11.00;0.40;5.24;17.79;3.00;795.03;0.00;0.00;0.00;0.00;795.03;0.00;1438.00
12.00;0.60;4.18;17.51;4.00;7564.98;984.00;6041.85;0.00;0.00;7564.98;0.00;514.00
13.00;0.40;3.89;17.55;3.00;8829.19;708.00;4381.55;0.00;0.00;8829.19;0.00;466.00
14.00;0.60;4.04;17.57;5.00;10693.11;1070.00;2230.79;0.00;0.00;10693.11;0.00;410.00
15.00;0.60;4.07;17.60;2.00;12436.23;424.00;8.77;0.00;0.00;12436.23;0.00;660.00
16.00;1.00;4.02;17.60;3.00;14851.64;660.00;0.00;0.00;0.00;14851.64;0.00;1629.00
17.00;1.00;3.84;17.66;4.00;15706.66;952.00;0.00;0.00;0.00;15706.66;0.00;886.00
18.00;1.00;3.74;17.75;3.00;16013.95;600.00;0.00;0.00;0.00;16013.95;0.00;3706.00
19.00;1.00;3.44;17.83;5.00;16459.74;1140.00;0.00;0.00;0.00;16459.74;0.00;2268.00
20.00;1.00;3.23;17.92;3.00;16534.43;750.00;0.00;0.00;0.00;16534.43;0.00;1512.00
21.00;1.00;3.10;18.01;5.00;16384.86;1020.00;0.00;0.00;0.00;16384.86;0.00;1293.00
22.00;1.00;2.65;18.09;3.00;6553.94;0.00;0.00;0.00;0.00;6553.94;0.00;1196.00
23.00;1.00;2.13;17.88;4.00;2621.58;0.00;0.00;0.00;0.00;2621.58;0.00;902.00
24.00;1.00;1.95;17.56;4.00;12460.94;640.00;0.00;0.00;0.00;12460.94;0.00;644.00
25.00;1.00;1.76;17.51;2.00;15933.80;320.00;0.00;0.00;0.00;15933.80;0.00;507.00
26.00;1.00;1.61;17.54;4.00;17599.22;640.00;0.00;0.00;0.00;17599.22;0.00;281.00
27.00;1.00;1.46;17.61;3.00;18172.84;480.00;0.00;0.00;0.00;18172.84;0.00;378.00
28.00;1.00;1.43;17.69;4.00;18627.91;640.00;0.00;0.00;0.00;18627.91;0.00;164.00
29.00;1.00;1.39;17.79;4.00;18778.50;640.00;0.00;0.00;0.00;18778.50;0.00;381.00
30.00;1.00;1.30;17.88;4.00;18918.45;640.00;0.00;0.00;0.00;18918.45;0.00;363.00
31.00;1.00;1.13;17.98;3.00;19075.91;678.00;3393.71;0.00;0.00;19075.91;0.00;431.00
32.00;1.00;1.09;18.15;2.00;15463.12;444.00;5167.52;0.00;0.00;15463.12;0.00;458.00
33.00;1.00;1.20;18.27;4.00;6185.25;0.00;0.00;0.00;0.00;6185.25;0.00;549.00
