datenum;active?;Tamb_degC;Tb_degC;Occupants;SpaceHeatingD_W;int_gains_W;sol_gains_W;HotWaterD_W;HotWaterTank_m3;TotalD_W;DelayedTotalD_W;ActiveLoadMatlab
0.00;1.00;3.92;18.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;126.00
1.00;1.00;4.00;17.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50.00
2.00;1.00;4.11;16.92;1.00;2382.18;160.00;0.00;0.00;0.00;2382.18;0.00;47.00
3.00;1.00;4.14;16.82;0.00;3144.25;0.00;0.00;0.00;0.00;3144.25;0.00;39.00
4.00;1.00;4.08;16.82;1.00;3524.63;160.00;0.00;0.00;0.00;3524.63;0.00;39.00
5.00;1.00;4.04;16.90;1.00;3589.63;160.00;0.00;0.00;0.00;3589.63;0.00;39.00
6.00;1.00;4.01;16.99;1.00;3633.85;160.00;0.00;0.00;0.00;3633.85;0.00;39.00
7.00;1.00;4.06;17.08;0.00;3669.16;0.00;368.15;0.00;0.00;3669.16;0.00;40.00
8.00;1.00;3.80;17.20;0.00;3565.50;0.00;806.55;0.00;0.00;3565.50;0.00;119.00
9.00;1.00;4.23;17.37;0.00;3317.44;0.00;1361.89;0.00;0.00;3317.44;0.00;117.00
10.00;0.00;4.66;17.59;1.00;1326.98;200.00;1663.18;0.00;0.00;1326.98;0.00;134.00
11.00;1.00;5.24;17.59;0.00;1719.01;0.00;1626.81;0.00;0.00;1719.01;0.00;128.00
12.00;1.00;4.18;17.64;0.00;1929.74;0.00;1542.65;0.00;0.00;1929.74;0.00;802.00
13.00;1.00;3.89;17.66;0.00;2229.19;0.00;1076.77;0.00;0.00;2229.19;0.00;249.00
14.00;1.00;4.04;17.64;1.00;2675.59;238.00;503.80;0.00;0.00;2675.59;0.00;226.00
15.00;1.00;4.07;17.64;1.00;3029.78;220.00;1.64;0.00;0.00;3029.78;0.00;260.00
16.00;1.00;4.02;17.63;1.00;3479.98;224.00;0.00;0.00;0.00;3479.98;0.00;100.00
