datenum;active?;Tamb_degC;Tb_degC;Occupants;SpaceHeatingD_W;int_gains_W;sol_gains_W;HotWaterD_W;HotWaterTank_m3;TotalD_W;DelayedTotalD_W;ActiveLoadMatlab
0.00;1.00;3.92;20.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;345.00
1.00;1.00;4.00;19.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;298.00
2.00;1.00;4.11;18.58;2.00;6623.11;320.00;0.00;15408.06;0.25;22031.17;0.00;315.00
3.00;1.00;4.14;18.42;1.00;8776.99;160.00;0.00;0.00;0.00;8776.99;0.00;307.00
4.00;1.00;4.08;18.41;2.00;9661.02;320.00;0.00;0.00;0.00;9661.02;0.00;318.00
5.00;1.00;4.04;18.48;1.00;9939.09;160.00;0.00;0.00;0.00;9939.09;0.00;222.00
6.00;1.00;4.01;18.55;1.00;10186.56;160.00;0.00;0.00;0.00;10186.56;0.00;133.00
7.00;1.00;4.06;18.63;2.00;10323.55;460.00;635.15;0.00;0.00;10323.55;0.00;3871.00
8.00;1.00;3.80;18.79;0.00;9832.66;0.00;1390.79;0.00;0.00;9832.66;0.00;1787.00
9.00;1.00;4.23;18.92;1.00;9614.43;216.00;2348.01;0.00;0.00;9614.43;0.00;211.00
10.00;1.00;4.66;19.13;0.00;8708.69;0.00;2867.14;0.00;0.00;8708.69;0.00;409.00
11.00;0.50;5.24;19.30;1.00;8082.36;220.00;2804.17;0.00;0.00;8082.36;0.00;444.00
12.00;1.00;4.18;19.46;2.00;7581.67;488.00;2658.88;0.00;0.00;7581.67;0.00;1069.00
13.00;0.50;3.89;19.54;1.00;7230.26;244.00;1855.72;0.00;0.00;7230.26;0.00;384.00
14.00;0.50;4.04;19.50;2.00;7151.31;436.00;868.16;0.00;0.00;7151.31;0.00;380.00
15.00;1.00;4.07;19.41;2.00;8772.27;472.00;2.83;0.00;0.00;8772.27;0.00;263.00
16.00;1.00;4.02;19.37;1.00;9871.04;212.00;0.00;0.00;0.00;9871.04;0.00;221.00
